measure,location,sample_date,unit,value,id
Cadmium,Kohsoom,12/11/1999,µg/l,9.53,43603
Cadmium,Kohsoom,1/16/2000,µg/l,1.34,43604
Cadmium,Kohsoom,2/12/2000,µg/l,1.5,43605
Cadmium,Kohsoom,3/12/2000,µg/l,0.48,43606
Cadmium,Kohsoom,4/16/2000,µg/l,0.93,43607
Cadmium,Kohsoom,5/14/2000,µg/l,1.81,43608
Cadmium,Kohsoom,6/29/2000,µg/l,1.79,43609
Cadmium,Kohsoom,7/15/2000,µg/l,0.54,43610
Cadmium,Kohsoom,7/16/2000,µg/l,1.82,43611
Cadmium,Kohsoom,8/15/2000,µg/l,2.2,43612
Cadmium,Kohsoom,8/25/2000,µg/l,8,43613
Cadmium,Kohsoom,9/10/2000,µg/l,0.81,43614
Cadmium,Kohsoom,10/15/2000,µg/l,1.47,43615
Cadmium,Kohsoom,11/12/2000,µg/l,1.16,43616
Cadmium,Kohsoom,12/10/2000,µg/l,1.49,43617
Cadmium,Kohsoom,1/28/2001,µg/l,7.96,43618
Cadmium,Kohsoom,2/18/2001,µg/l,8.05,43619
Cadmium,Kohsoom,3/18/2001,µg/l,2.78,43620
Cadmium,Kohsoom,5/13/2001,µg/l,3.16,43621
Cadmium,Kohsoom,6/19/2001,µg/l,3.1,43622
Cadmium,Kohsoom,7/27/2001,µg/l,17.16,43623
Cadmium,Kohsoom,8/26/2001,µg/l,1.48,43624
Cadmium,Kohsoom,10/14/2001,µg/l,1.15,43625
Cadmium,Kohsoom,11/15/2001,µg/l,0.05,43626
Cadmium,Kohsoom,12/9/2001,µg/l,0.82,43627
Cadmium,Kohsoom,3/23/2002,µg/l,1.41,43628
Cadmium,Kohsoom,4/27/2002,µg/l,1.09,43629
Cadmium,Kohsoom,5/25/2002,µg/l,0.15,43630
Cadmium,Kohsoom,6/29/2002,µg/l,1.83,43631
Cadmium,Kohsoom,8/24/2002,µg/l,0.86,43632
Cadmium,Kohsoom,9/21/2002,µg/l,1.1,43633
Cadmium,Kohsoom,10/10/2002,µg/l,0.33,43634
Cadmium,Kohsoom,10/15/2002,µg/l,0.4,43635
Cadmium,Kohsoom,10/26/2002,µg/l,0.69,43636
Cadmium,Kohsoom,11/23/2002,µg/l,0.37,43637
Cadmium,Kohsoom,12/22/2002,µg/l,0.54,43638
Cadmium,Kohsoom,1/26/2003,µg/l,0.75,43639
Cadmium,Kohsoom,2/28/2003,µg/l,1.34,43640
Cadmium,Kohsoom,3/23/2003,µg/l,0.74,43641
Cadmium,Kohsoom,4/26/2003,µg/l,0.84,43642
Cadmium,Kohsoom,5/24/2003,µg/l,2.97,43643
Cadmium,Kohsoom,6/21/2003,µg/l,0.92,43644
Cadmium,Kohsoom,7/26/2003,µg/l,0.971,43645
Cadmium,Kohsoom,8/9/2003,µg/l,0.88,43646
Cadmium,Kohsoom,8/15/2003,µg/l,3.25,43647
Cadmium,Kohsoom,9/13/2003,µg/l,3.041,43648
Cadmium,Kohsoom,11/29/2003,µg/l,0.403,43649
Cadmium,Kohsoom,12/20/2003,µg/l,0.365,43650
Cadmium,Kohsoom,2/28/2004,µg/l,1.103,43651
Cadmium,Kohsoom,3/28/2004,µg/l,1.793,43652
Cadmium,Kohsoom,4/25/2004,µg/l,0.304,43653
Cadmium,Kohsoom,5/30/2004,µg/l,1.13,43654
Cadmium,Kohsoom,7/25/2004,µg/l,1.025,43655
Cadmium,Kohsoom,8/29/2004,µg/l,0.6,43656
Cadmium,Kohsoom,9/27/2004,µg/l,1.136,43657
Cadmium,Kohsoom,10/24/2004,µg/l,0.273,43658
Cadmium,Kohsoom,11/28/2004,µg/l,0.655,43659
Cadmium,Kohsoom,12/19/2004,µg/l,0.057,43660
Cadmium,Kohsoom,1/30/2005,µg/l,0.444,43661
Cadmium,Kohsoom,2/27/2005,µg/l,0.595,43662
Cadmium,Kohsoom,3/27/2005,µg/l,0.129,43663
Cadmium,Kohsoom,4/25/2005,µg/l,2.365,43664
Cadmium,Kohsoom,5/29/2005,µg/l,1.636,43665
Cadmium,Kohsoom,6/26/2005,µg/l,0.856,43666
Cadmium,Kohsoom,7/24/2005,µg/l,0.817,43667
Cadmium,Kohsoom,8/28/2005,µg/l,0.759,43668
Cadmium,Kohsoom,10/23/2005,µg/l,0.289,43669
Cadmium,Kohsoom,11/27/2005,µg/l,0.05,43670
Cadmium,Kohsoom,12/18/2005,µg/l,0.05,43671
Cadmium,Kohsoom,1/29/2006,µg/l,0.504,43672
Cadmium,Kohsoom,4/29/2006,µg/l,0.05,43673
Cadmium,Kohsoom,5/27/2006,µg/l,0.186,43674
Cadmium,Kohsoom,6/26/2006,µg/l,0.483,43675
Cadmium,Kohsoom,7/29/2006,µg/l,0.312,43676
Cadmium,Kohsoom,8/26/2006,µg/l,0.367,43677
Cadmium,Kohsoom,9/23/2006,µg/l,0.05,43678
Cadmium,Kohsoom,10/28/2006,µg/l,0.369,43679
Cadmium,Kohsoom,11/25/2006,µg/l,0.344,43680
Cadmium,Kohsoom,12/23/2006,µg/l,0.229,43681
Cadmium,Kohsoom,1/27/2007,µg/l,0.286,43682
Cadmium,Kohsoom,2/24/2007,µg/l,0.9,43683
Cadmium,Kohsoom,3/24/2007,µg/l,0.05,43684
Cadmium,Kohsoom,4/21/2007,µg/l,0.05,43685
Cadmium,Kohsoom,5/26/2007,µg/l,0.228,43686
Cadmium,Kohsoom,6/23/2007,µg/l,0.267,43687
Cadmium,Kohsoom,7/21/2007,µg/l,0.669,43688
Cadmium,Kohsoom,8/25/2007,µg/l,0.218,43689
Cadmium,Kohsoom,9/23/2007,µg/l,1.072,43690
Cadmium,Kohsoom,10/27/2007,µg/l,0.37,43691
Cadmium,Kohsoom,12/22/2007,µg/l,0.289,43692
Cadmium,Kohsoom,1/28/2010,µg/l,0.164,43693
Cadmium,Kohsoom,2/18/2010,µg/l,0.126,43694
Cadmium,Kohsoom,3/24/2010,µg/l,0.197,43695
Cadmium,Kohsoom,4/21/2010,µg/l,0.209,43696
Cadmium,Kohsoom,5/26/2010,µg/l,0.225,43697
Cadmium,Kohsoom,6/23/2010,µg/l,0.181,43698
Cadmium,Kohsoom,7/28/2010,µg/l,0.212,43699
Cadmium,Kohsoom,8/26/2010,µg/l,0.222,43700
Cadmium,Kohsoom,9/29/2010,µg/l,0.109,43701
Cadmium,Kohsoom,10/20/2010,µg/l,0.246,43702
Cadmium,Kohsoom,11/24/2010,µg/l,0.134,43703
Cadmium,Kohsoom,12/15/2010,µg/l,0.192,43704
Cadmium,Kohsoom,1/26/2011,µg/l,1.53,43705
Cadmium,Kohsoom,2/25/2011,µg/l,0.742,43706
Cadmium,Kohsoom,3/30/2011,µg/l,0.41,43707
Cadmium,Kohsoom,4/27/2011,µg/l,0.8,43708
Cadmium,Kohsoom,5/18/2011,µg/l,0.326,43709
Cadmium,Kohsoom,6/30/2011,µg/l,0.15,43710
Cadmium,Kohsoom,7/13/2011,µg/l,0.585,43711
Cadmium,Kohsoom,8/31/2011,µg/l,0.677,43712
Cadmium,Kohsoom,9/28/2011,µg/l,0.68,43713
Cadmium,Kohsoom,10/26/2011,µg/l,0.832,43714
Cadmium,Kohsoom,11/23/2011,µg/l,0.91,43715
Cadmium,Kohsoom,12/7/2011,µg/l,0.72,43716
Cadmium,Kohsoom,1/25/2012,µg/l,0.32,43717
Cadmium,Kohsoom,2/23/2012,µg/l,0.997,43718
Cadmium,Kohsoom,3/29/2012,µg/l,0,43719
Cadmium,Kohsoom,4/27/2012,µg/l,0,43720
Cadmium,Kohsoom,5/25/2012,µg/l,0,43721
Cadmium,Kohsoom,6/21/2012,µg/l,0,43722
Cadmium,Kohsoom,7/26/2012,µg/l,0,43723
Cadmium,Kohsoom,8/23/2012,µg/l,0,43724
Cadmium,Kohsoom,10/25/2012,µg/l,0,43725
Cadmium,Kohsoom,11/24/2012,µg/l,0,43726
Cadmium,Kohsoom,12/15/2012,µg/l,0,43727
Cadmium,Kohsoom,1/25/2013,µg/l,0,43728
Cadmium,Kohsoom,2/22/2013,µg/l,0,43729
Cadmium,Kohsoom,3/15/2013,µg/l,0,43730
Cadmium,Kohsoom,4/19/2013,µg/l,0,43731
Cadmium,Kohsoom,5/23/2013,µg/l,0,43732
Cadmium,Kohsoom,6/27/2013,µg/l,0,43733
Cadmium,Kohsoom,7/25/2013,µg/l,0,43734
Cadmium,Kohsoom,8/22/2013,µg/l,0,43735
Cadmium,Kohsoom,9/26/2013,µg/l,0,43736
Cadmium,Kohsoom,10/24/2013,µg/l,0,43737
Cadmium,Kohsoom,11/21/2013,µg/l,0,43738
Cadmium,Kohsoom,12/12/2013,µg/l,0,43739
Cadmium,Kohsoom,1/23/2014,µg/l,0,43740
Cadmium,Kohsoom,2/28/2014,µg/l,0,43741
Cadmium,Kohsoom,3/26/2014,µg/l,0,43742
Cadmium,Kohsoom,4/23/2014,µg/l,0,43743
Cadmium,Kohsoom,5/28/2014,µg/l,0,43744
Cadmium,Kohsoom,6/25/2014,µg/l,0,43745
Cadmium,Kohsoom,7/23/2014,µg/l,0,43746
Cadmium,Kohsoom,8/27/2014,µg/l,0,43747
Cadmium,Kohsoom,9/24/2014,µg/l,0,43748
Cadmium,Kohsoom,10/29/2014,µg/l,0,43749
Cadmium,Kohsoom,11/26/2014,µg/l,0,43750
Cadmium,Kohsoom,12/17/2014,µg/l,0,43751
Calcium,Kohsoom,4/16/1998,mg/l,62,43752
Calcium,Kohsoom,6/27/1998,mg/l,64,43753
Calcium,Kohsoom,8/22/1998,mg/l,53,43754
Calcium,Kohsoom,10/1/1998,mg/l,68.6,43755
Calcium,Kohsoom,11/14/1998,mg/l,78,43756
Calcium,Kohsoom,12/13/1998,mg/l,67,43757
Calcium,Kohsoom,1/16/1999,mg/l,74,43758
Calcium,Kohsoom,2/13/1999,mg/l,88,43759
Calcium,Kohsoom,3/13/1999,mg/l,66,43760
Calcium,Kohsoom,4/22/1999,mg/l,62,43761
Calcium,Kohsoom,5/15/1999,mg/l,72,43762
Calcium,Kohsoom,6/18/1999,mg/l,63,43763
Calcium,Kohsoom,7/24/1999,mg/l,68,43764
Calcium,Kohsoom,8/28/1999,mg/l,59,43765
Calcium,Kohsoom,9/18/1999,mg/l,87,43766
Calcium,Kohsoom,10/20/1999,mg/l,75,43767
Calcium,Kohsoom,11/7/1999,mg/l,70,43768
Calcium,Kohsoom,12/11/1999,mg/l,74,43769
Calcium,Kohsoom,1/16/2000,mg/l,72,43770
Calcium,Kohsoom,2/12/2000,mg/l,75,43771
Calcium,Kohsoom,3/12/2000,mg/l,84.8,43772
Calcium,Kohsoom,4/16/2000,mg/l,78,43773
Calcium,Kohsoom,5/14/2000,mg/l,72,43774
Calcium,Kohsoom,6/29/2000,mg/l,59.5,43775
Calcium,Kohsoom,7/16/2000,mg/l,70,43776
Calcium,Kohsoom,8/25/2000,mg/l,54,43777
Calcium,Kohsoom,9/10/2000,mg/l,75,43778
Calcium,Kohsoom,10/15/2000,mg/l,74,43779
Calcium,Kohsoom,11/12/2000,mg/l,85,43780
Calcium,Kohsoom,12/10/2000,mg/l,72,43781
Calcium,Kohsoom,1/28/2001,mg/l,83,43782
Calcium,Kohsoom,2/18/2001,mg/l,78,43783
Calcium,Kohsoom,3/18/2001,mg/l,75,43784
Calcium,Kohsoom,4/27/2001,mg/l,68,43785
Calcium,Kohsoom,5/13/2001,mg/l,82,43786
Calcium,Kohsoom,6/19/2001,mg/l,54,43787
Calcium,Kohsoom,7/27/2001,mg/l,76,43788
Calcium,Kohsoom,8/26/2001,mg/l,54,43789
Calcium,Kohsoom,9/16/2001,mg/l,80,43790
Calcium,Kohsoom,10/14/2001,mg/l,75,43791
Calcium,Kohsoom,12/9/2001,mg/l,75,43792
Calcium,Kohsoom,3/23/2002,mg/l,102,43793
Calcium,Kohsoom,4/27/2002,mg/l,82,43794
Calcium,Kohsoom,5/25/2002,mg/l,94,43795
Calcium,Kohsoom,6/29/2002,mg/l,72,43796
Calcium,Kohsoom,7/27/2002,mg/l,76.8,43797
Calcium,Kohsoom,8/24/2002,mg/l,75,43798
Calcium,Kohsoom,9/21/2002,mg/l,90,43799
Calcium,Kohsoom,10/10/2002,mg/l,55,43800
Calcium,Kohsoom,10/26/2002,mg/l,78,43801
Calcium,Kohsoom,11/23/2002,mg/l,86,43802
Calcium,Kohsoom,12/22/2002,mg/l,82,43803
Calcium,Kohsoom,1/26/2003,mg/l,89.6,43804
Calcium,Kohsoom,2/28/2003,mg/l,81.6,43805
Calcium,Kohsoom,3/23/2003,mg/l,78.4,43806
Calcium,Kohsoom,4/26/2003,mg/l,67.2,43807
Calcium,Kohsoom,5/24/2003,mg/l,90,43808
Calcium,Kohsoom,6/21/2003,mg/l,76.8,43809
Calcium,Kohsoom,7/26/2003,mg/l,73.6,43810
Calcium,Kohsoom,8/9/2003,mg/l,110.4,43811
Calcium,Kohsoom,9/13/2003,mg/l,70,43812
Calcium,Kohsoom,10/25/2003,mg/l,86.4,43813
Calcium,Kohsoom,11/29/2003,mg/l,78,43814
Calcium,Kohsoom,12/20/2003,mg/l,89.6,43815
Calcium,Kohsoom,1/31/2004,mg/l,83.2,43816
Calcium,Kohsoom,2/28/2004,mg/l,73.6,43817
Calcium,Kohsoom,3/28/2004,mg/l,81.6,43818
Calcium,Kohsoom,4/25/2004,mg/l,76.8,43819
Calcium,Kohsoom,5/30/2004,mg/l,83.2,43820
Calcium,Kohsoom,6/27/2004,mg/l,96,43821
Calcium,Kohsoom,7/25/2004,mg/l,88,43822
Calcium,Kohsoom,8/29/2004,mg/l,81.6,43823
Calcium,Kohsoom,9/27/2004,mg/l,84.8,43824
Calcium,Kohsoom,10/24/2004,mg/l,78.4,43825
Calcium,Kohsoom,11/28/2004,mg/l,76.8,43826
Calcium,Kohsoom,12/19/2004,mg/l,84.8,43827
Calcium,Kohsoom,1/30/2005,mg/l,94.400002,43828
Calcium,Kohsoom,2/27/2005,mg/l,83.400002,43829
Calcium,Kohsoom,3/27/2005,mg/l,89.599998,43830
Calcium,Kohsoom,4/25/2005,mg/l,83.199997,43831
Calcium,Kohsoom,5/29/2005,mg/l,92.800003,43832
Calcium,Kohsoom,6/26/2005,mg/l,105.599999,43833
Calcium,Kohsoom,7/24/2005,mg/l,89.599998,43834
Calcium,Kohsoom,8/28/2005,mg/l,83.199997,43835
Calcium,Kohsoom,9/25/2005,mg/l,88,43836
Calcium,Kohsoom,10/23/2005,mg/l,80,43837
Calcium,Kohsoom,11/27/2005,mg/l,84.800003,43838
Calcium,Kohsoom,12/18/2005,mg/l,80,43839
Calcium,Kohsoom,1/29/2006,mg/l,83.2,43840
Calcium,Kohsoom,2/26/2006,mg/l,89.6,43841
Calcium,Kohsoom,3/25/2006,mg/l,83.2,43842
Calcium,Kohsoom,4/29/2006,mg/l,80,43843
Calcium,Kohsoom,5/27/2006,mg/l,91.2,43844
Calcium,Kohsoom,6/26/2006,mg/l,68.8,43845
Calcium,Kohsoom,8/26/2006,mg/l,73.6,43846
Calcium,Kohsoom,9/23/2006,mg/l,83.2,43847
Calcium,Kohsoom,10/28/2006,mg/l,76.8,43848
Calcium,Kohsoom,11/25/2006,mg/l,70.4,43849
Calcium,Kohsoom,12/23/2006,mg/l,75.2,43850
Calcium,Kohsoom,1/27/2007,mg/l,76.8,43851
Calcium,Kohsoom,2/24/2007,mg/l,86.4,43852
Calcium,Kohsoom,3/24/2007,mg/l,80,43853
Calcium,Kohsoom,4/21/2007,mg/l,73.6,43854
Calcium,Kohsoom,5/26/2007,mg/l,67.2,43855
Calcium,Kohsoom,6/23/2007,mg/l,78.4,43856
Calcium,Kohsoom,7/21/2007,mg/l,73.6,43857
Calcium,Kohsoom,8/25/2007,mg/l,75.2,43858
Calcium,Kohsoom,9/23/2007,mg/l,73.6,43859
Calcium,Kohsoom,10/27/2007,mg/l,99.2,43860
Calcium,Kohsoom,11/24/2007,mg/l,83.2,43861
Calcium,Kohsoom,12/22/2007,mg/l,84.8,43862
Calcium,Kohsoom,1/26/2008,mg/l,88,43863
Calcium,Kohsoom,2/23/2008,mg/l,81.6,43864
Calcium,Kohsoom,3/23/2008,mg/l,78.4,43865
Calcium,Kohsoom,5/26/2008,mg/l,61.1,43866
Calcium,Kohsoom,6/29/2008,mg/l,60.2,43867
Calcium,Kohsoom,7/27/2008,mg/l,76,43868
Calcium,Kohsoom,8/31/2008,mg/l,74.8,43869
Calcium,Kohsoom,9/28/2008,mg/l,74.8,43870
Calcium,Kohsoom,10/26/2008,mg/l,70,43871
Calcium,Kohsoom,11/27/2008,mg/l,89.4,43872
Calcium,Kohsoom,12/19/2008,mg/l,80.8,43873
Calcium,Kohsoom,1/29/2009,mg/l,104,43874
Calcium,Kohsoom,2/26/2009,mg/l,74.6,43875
Calcium,Kohsoom,3/29/2009,mg/l,52.8,43876
Calcium,Kohsoom,4/24/2009,mg/l,68.3,43877
Calcium,Kohsoom,5/28/2009,mg/l,58.5,43878
Calcium,Kohsoom,6/25/2009,mg/l,51,43879
Calcium,Kohsoom,7/30/2009,mg/l,66.9,43880
Calcium,Kohsoom,8/20/2009,mg/l,40.4,43881
Calcium,Kohsoom,9/21/2009,mg/l,61,43882
Calcium,Kohsoom,10/29/2009,mg/l,55.2,43883
Calcium,Kohsoom,11/26/2009,mg/l,49.8,43884
Calcium,Kohsoom,12/10/2009,mg/l,62.6,43885
Calcium,Kohsoom,1/28/2010,mg/l,60.8,43886
Calcium,Kohsoom,2/18/2010,mg/l,61.8,43887
Calcium,Kohsoom,3/24/2010,mg/l,51.6,43888
Calcium,Kohsoom,4/21/2010,mg/l,49.8,43889
Calcium,Kohsoom,5/26/2010,mg/l,51.2,43890
Calcium,Kohsoom,6/23/2010,mg/l,49,43891
Calcium,Kohsoom,7/28/2010,mg/l,49.8,43892
Calcium,Kohsoom,8/26/2010,mg/l,49.8,43893
Calcium,Kohsoom,9/29/2010,mg/l,53.6,43894
Calcium,Kohsoom,10/20/2010,mg/l,64.4,43895
Calcium,Kohsoom,11/24/2010,mg/l,61.8,43896
Calcium,Kohsoom,12/15/2010,mg/l,63,43897
Calcium,Kohsoom,1/26/2011,mg/l,74.4,43898
Calcium,Kohsoom,2/25/2011,mg/l,4,43899
Calcium,Kohsoom,3/30/2011,mg/l,4.7,43900
Calcium,Kohsoom,4/27/2011,mg/l,5.1,43901
Calcium,Kohsoom,5/18/2011,mg/l,4.1,43902
Calcium,Kohsoom,6/30/2011,mg/l,65.6,43903
Calcium,Kohsoom,7/13/2011,mg/l,48.6,43904
Calcium,Kohsoom,8/31/2011,mg/l,60.2,43905
Calcium,Kohsoom,9/28/2011,mg/l,54.7,43906
Calcium,Kohsoom,10/26/2011,mg/l,52.4,43907
Calcium,Kohsoom,11/23/2011,mg/l,50.4,43908
Calcium,Kohsoom,12/7/2011,mg/l,53.3,43909
Calcium,Kohsoom,1/25/2012,mg/l,59.6,43910
Calcium,Kohsoom,2/23/2012,mg/l,64.2,43911
Calcium,Kohsoom,3/29/2012,mg/l,58.81,43912
Calcium,Kohsoom,4/27/2012,mg/l,62.91,43913
Calcium,Kohsoom,5/25/2012,mg/l,57.53,43914
Calcium,Kohsoom,6/21/2012,mg/l,55.79,43915
Calcium,Kohsoom,7/26/2012,mg/l,61.07,43916
Calcium,Kohsoom,8/23/2012,mg/l,60.02,43917
Calcium,Kohsoom,10/25/2012,mg/l,64.05,43918
Calcium,Kohsoom,11/24/2012,mg/l,66.1,43919
Calcium,Kohsoom,12/15/2012,mg/l,61.68,43920
Calcium,Kohsoom,1/25/2013,mg/l,55.28,43921
Calcium,Kohsoom,2/22/2013,mg/l,60.49,43922
Calcium,Kohsoom,3/15/2013,mg/l,50.85,43923
Calcium,Kohsoom,4/19/2013,mg/l,47.31,43924
Calcium,Kohsoom,5/23/2013,mg/l,55.51,43925
Calcium,Kohsoom,6/27/2013,mg/l,54.11,43926
Calcium,Kohsoom,7/25/2013,mg/l,47.04,43927
Calcium,Kohsoom,8/22/2013,mg/l,67.1,43928
Calcium,Kohsoom,9/26/2013,mg/l,75.83,43929
Calcium,Kohsoom,10/24/2013,mg/l,77.19,43930
Calcium,Kohsoom,11/21/2013,mg/l,67.1,43931
Calcium,Kohsoom,12/12/2013,mg/l,74.52,43932
Calcium,Kohsoom,1/23/2014,mg/l,77.72,43933
Calcium,Kohsoom,2/28/2014,mg/l,54.58,43934
Calcium,Kohsoom,3/26/2014,mg/l,91.36,43935
Calcium,Kohsoom,4/23/2014,mg/l,85.5,43936
Calcium,Kohsoom,5/28/2014,mg/l,67.55,43937
Calcium,Kohsoom,6/25/2014,mg/l,74.6,43938
Calcium,Kohsoom,7/23/2014,mg/l,60.65,43939
Calcium,Kohsoom,8/27/2014,mg/l,75.75,43940
Calcium,Kohsoom,9/24/2014,mg/l,65.51,43941
Calcium,Kohsoom,10/29/2014,mg/l,82.52,43942
Calcium,Kohsoom,11/26/2014,mg/l,85.22,43943
Calcium,Kohsoom,12/17/2014,mg/l,81.42,43944
Calcium,Kohsoom,1/28/2015,mg/l,91.08,43945
Calcium,Kohsoom,2/25/2015,mg/l,89.38,43946
Calcium,Kohsoom,3/25/2015,mg/l,70.01,43947
Calcium,Kohsoom,4/22/2015,mg/l,67.55,43948
Calcium,Kohsoom,5/29/2015,mg/l,56.93,43949
Calcium,Kohsoom,6/25/2015,mg/l,60.9,43950
Calcium,Kohsoom,7/18/2015,mg/l,67.42,43951
Calcium,Kohsoom,8/22/2015,mg/l,68.17,43952
Calcium,Kohsoom,9/19/2015,mg/l,53.54,43953
Calcium,Kohsoom,10/24/2015,mg/l,70.59,43954
Calcium,Kohsoom,11/14/2015,mg/l,72.03,43955
Calcium,Kohsoom,12/12/2015,mg/l,79.53,43956
Calcium,Kohsoom,1/23/2016,mg/l,70.58,43957
Calcium,Kohsoom,2/20/2016,mg/l,63.69,43958
Calcium,Kohsoom,3/20/2016,mg/l,63.12,43959
Calcium,Kohsoom,4/29/2016,mg/l,55.68,43960
Calcium,Kohsoom,5/28/2016,mg/l,52.09,43961
Calcium,Kohsoom,6/19/2016,mg/l,70.81,43962
Calcium,Kohsoom,7/23/2016,mg/l,48.48,43963
Calcium,Kohsoom,8/21/2016,mg/l,54.92,43964
Calcium,Kohsoom,9/22/2016,mg/l,62.559,43965
Calcium,Kohsoom,10/21/2016,mg/l,51.181,43966
Calcium,Kohsoom,11/18/2016,mg/l,61.859,43967
Calcium,Kohsoom,12/12/2016,mg/l,66.717,43968
Cesium,Kohsoom,4/16/1998,µg/l,0,43969
Cesium,Kohsoom,6/27/1998,µg/l,0,43970
Cesium,Kohsoom,8/22/1998,µg/l,0,43971
Cesium,Kohsoom,10/1/1998,µg/l,0,43972
Cesium,Kohsoom,11/14/1998,µg/l,0,43973
Cesium,Kohsoom,12/13/1998,µg/l,0,43974
Chemical Oxygen Demand (Cr),Kohsoom,4/16/1998,mg/l,0,43975
Chemical Oxygen Demand (Cr),Kohsoom,6/27/1998,mg/l,0,43976
Chemical Oxygen Demand (Cr),Kohsoom,8/22/1998,mg/l,0,43977
Chemical Oxygen Demand (Cr),Kohsoom,10/1/1998,mg/l,14.6,43978
Chemical Oxygen Demand (Cr),Kohsoom,11/14/1998,mg/l,14.8,43979
Chemical Oxygen Demand (Cr),Kohsoom,12/13/1998,mg/l,17.6,43980
Chemical Oxygen Demand (Cr),Kohsoom,1/16/1999,mg/l,14.6,43981
Chemical Oxygen Demand (Cr),Kohsoom,3/13/1999,mg/l,15.4,43982
Chemical Oxygen Demand (Cr),Kohsoom,5/15/1999,mg/l,10.4,43983
Chemical Oxygen Demand (Cr),Kohsoom,7/24/1999,mg/l,16.5,43984
Chemical Oxygen Demand (Cr),Kohsoom,8/28/1999,mg/l,25.8,43985
Chemical Oxygen Demand (Cr),Kohsoom,9/18/1999,mg/l,20.4,43986
Chemical Oxygen Demand (Cr),Kohsoom,10/20/1999,mg/l,25,43987
Chemical Oxygen Demand (Cr),Kohsoom,11/7/1999,mg/l,25.6,43988
Chemical Oxygen Demand (Cr),Kohsoom,12/11/1999,mg/l,19.9,43989
Chemical Oxygen Demand (Cr),Kohsoom,1/16/2000,mg/l,11.6,43990
Chemical Oxygen Demand (Cr),Kohsoom,2/12/2000,mg/l,12.6,43991
Chemical Oxygen Demand (Cr),Kohsoom,3/12/2000,mg/l,18.4,43992
Chemical Oxygen Demand (Cr),Kohsoom,4/16/2000,mg/l,11.8,43993
Chemical Oxygen Demand (Cr),Kohsoom,5/14/2000,mg/l,18.8,43994
Chemical Oxygen Demand (Cr),Kohsoom,6/29/2000,mg/l,18.5,43995
Chemical Oxygen Demand (Cr),Kohsoom,7/16/2000,mg/l,18.8,43996
Chemical Oxygen Demand (Cr),Kohsoom,8/25/2000,mg/l,20.1,43997
Chemical Oxygen Demand (Cr),Kohsoom,9/10/2000,mg/l,19.4,43998
Chemical Oxygen Demand (Cr),Kohsoom,10/15/2000,mg/l,20.4,43999
Chemical Oxygen Demand (Cr),Kohsoom,11/12/2000,mg/l,14.8,44000
Chemical Oxygen Demand (Cr),Kohsoom,12/10/2000,mg/l,11.8,44001
Chemical Oxygen Demand (Cr),Kohsoom,1/28/2001,mg/l,12.7,44002
Chemical Oxygen Demand (Cr),Kohsoom,2/18/2001,mg/l,14.4,44003
Chemical Oxygen Demand (Cr),Kohsoom,3/18/2001,mg/l,14,44004
Chemical Oxygen Demand (Cr),Kohsoom,4/27/2001,mg/l,13.2,44005
Chemical Oxygen Demand (Cr),Kohsoom,5/13/2001,mg/l,13.2,44006
Chemical Oxygen Demand (Cr),Kohsoom,6/19/2001,mg/l,15.6,44007
Chemical Oxygen Demand (Cr),Kohsoom,7/27/2001,mg/l,16.6,44008
Chemical Oxygen Demand (Cr),Kohsoom,8/26/2001,mg/l,14.5,44009
Chemical Oxygen Demand (Cr),Kohsoom,9/16/2001,mg/l,17.1,44010
Chemical Oxygen Demand (Cr),Kohsoom,3/23/2002,mg/l,13.6,44011
Chemical Oxygen Demand (Cr),Kohsoom,4/27/2002,mg/l,12.8,44012
Chemical Oxygen Demand (Cr),Kohsoom,5/25/2002,mg/l,12.1,44013
Chemical Oxygen Demand (Cr),Kohsoom,6/29/2002,mg/l,13.5,44014
Chemical Oxygen Demand (Cr),Kohsoom,7/27/2002,mg/l,14.8,44015
Chemical Oxygen Demand (Cr),Kohsoom,8/24/2002,mg/l,12.5,44016
Chemical Oxygen Demand (Cr),Kohsoom,9/21/2002,mg/l,14.4,44017
Chemical Oxygen Demand (Cr),Kohsoom,10/26/2002,mg/l,17.5,44018
Chemical Oxygen Demand (Cr),Kohsoom,11/23/2002,mg/l,16.6,44019
Chemical Oxygen Demand (Cr),Kohsoom,12/22/2002,mg/l,13.5,44020
Chemical Oxygen Demand (Cr),Kohsoom,1/26/2003,mg/l,13.5,44021
Chemical Oxygen Demand (Cr),Kohsoom,2/28/2003,mg/l,15.4,44022
Chemical Oxygen Demand (Cr),Kohsoom,3/23/2003,mg/l,14.2,44023
Chemical Oxygen Demand (Cr),Kohsoom,4/26/2003,mg/l,13.1,44024
Chemical Oxygen Demand (Cr),Kohsoom,5/24/2003,mg/l,21.2,44025
Chemical Oxygen Demand (Cr),Kohsoom,6/21/2003,mg/l,15.2,44026
Chemical Oxygen Demand (Cr),Kohsoom,7/26/2003,mg/l,13.9,44027
Chemical Oxygen Demand (Cr),Kohsoom,8/9/2003,mg/l,30.9,44028
Chemical Oxygen Demand (Cr),Kohsoom,9/13/2003,mg/l,13.6,44029
Chemical Oxygen Demand (Cr),Kohsoom,10/25/2003,mg/l,21.4,44030
Chemical Oxygen Demand (Cr),Kohsoom,11/29/2003,mg/l,17.2,44031
Chemical Oxygen Demand (Cr),Kohsoom,12/20/2003,mg/l,22.7,44032
