Country,Lat,Lon,Number of Records,Year,child_mortality,fertility,gdp,life,population,region
Namibia,-21.276,17.219,1,1966,101.39,6.263,6590,50.403,700317,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1967,95,6.301,6165,50.948,718623,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1968,95.6,6.347,6060,51.489,737803,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1969,96.1,6.401,6112,52.029,758305,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1970,96.6,6.459,5981,52.568,780386,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1971,97.2,6.517,5972,53.107,804310,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1972,97.8,6.57,6106,53.645,829810,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1973,98.4,6.613,6136,54.179,855970,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1974,98.9,6.642,6182,54.708,881536,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1975,99.4,6.654,6022,55.232,905652,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1976,99.9,6.647,6124,55.75,928223,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1977,100.1,6.622,6337,56.262,949709,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1978,100.1,6.581,6619,56.766,970537,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1979,99.7,6.524,6703,57.258,991357,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1980,98.7,6.451,6824,57.739,1012824,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1981,97.1,6.362,6933,58.21,1034636,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1982,94.9,6.259,6871,58.667,1057115,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1983,92.3,6.145,6491,59.107,1082264,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1984,89.2,6.022,6219,59.523,1112679,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1985,85.8,5.893,6069,59.914,1150038,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1986,82.4,5.76,6077,60.282,1195331,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1987,79.1,5.625,6072,60.62,1247573,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1988,76,5.491,5961,60.916,1304005,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1989,73,5.358,6120,61.151,1360710,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1990,70.4,5.227,5717,61.302,1414830,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1991,68.1,5.098,5970,61.344,1465201,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1992,66.3,4.97,6198,61.263,1512524,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1993,65.2,4.842,5921,61.048,1558055,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1994,64.9,4.715,5850,60.695,1603865,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1995,65.2,4.59,5900,60.162,1651352,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1996,66,4.469,5906,59.402,1700975,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1997,67.3,4.351,5971,58.437,1751872,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1998,68.7,4.24,5991,57.337,1802579,Sub-Saharan Africa
Namibia,-21.276,17.219,1,1999,70.1,4.134,6035,56.195,1851034,Sub-Saharan Africa
Namibia,-21.276,17.219,1,2000,71.4,4.033,6111,55.173,1895839,Sub-Saharan Africa
Namibia,-21.276,17.219,1,2001,72.1,3.938,6076,54.456,1936399,Sub-Saharan Africa
Namibia,-21.276,17.219,1,2002,72.4,3.847,6279,54.156,1973408,Sub-Saharan Africa
Namibia,-21.276,17.219,1,2003,72.4,3.759,6470,54.331,2008342,Sub-Saharan Africa
Namibia,-21.276,17.219,1,2004,71.7,3.674,7184,54.979,2043339,Sub-Saharan Africa
Namibia,-21.276,17.219,1,2005,70.7,3.591,7279,56.039,2079951,Sub-Saharan Africa
Namibia,-21.276,17.219,1,2006,68.7,3.512,7696,57.394,2118653,Sub-Saharan Africa
Namibia,-21.276,17.219,1,2007,65.2,3.436,8095,58.861,2158984,Sub-Saharan Africa
Namibia,-21.276,17.219,1,2008,62.2,3.364,8169,60.275,2200422,Sub-Saharan Africa
Namibia,-21.276,17.219,1,2009,58.6,3.295,8090,61.543,2242078,Sub-Saharan Africa
Namibia,-21.276,17.219,1,2010,55.4,3.229,8433,62.594,2283289,Sub-Saharan Africa
Namibia,-21.276,17.219,1,2011,53.6,3.167,8715,63.401,2324004,Sub-Saharan Africa
Namibia,-21.276,17.219,1,2012,51.9,3.107,8995,64.014,2364433,Sub-Saharan Africa
Namibia,-21.276,17.219,1,2013,49.5,3.051,9275,64.483,2404477,Sub-Saharan Africa
Nepal,28.2114,83.5608,1,1964,306.5,5.997,1002,40.071,10495972,South Asia
Nepal,28.2114,83.5608,1,1965,300,5.997,1007,40.469,10707313,South Asia
Nepal,28.2114,83.5608,1,1966,293.1,5.996,1057,40.863,10928950,South Asia
Nepal,28.2114,83.5608,1,1967,286.3,5.994,1020,41.253,11160972,South Asia
Nepal,28.2114,83.5608,1,1968,279.8,5.988,1007,41.64,11403306,South Asia
Nepal,28.2114,83.5608,1,1969,273.6,5.981,1031,42.031,11655685,South Asia
Nepal,28.2114,83.5608,1,1970,267.6,5.971,1036,42.428,11917872,South Asia
Nepal,28.2114,83.5608,1,1971,261.8,5.958,1002,42.839,12189968,South Asia
Nepal,28.2114,83.5608,1,1972,256.2,5.945,1010,43.268,12472000,South Asia
Nepal,28.2114,83.5608,1,1973,250.8,5.929,982,43.719,12763547,South Asia
Nepal,28.2114,83.5608,1,1974,245.3,5.912,1019,44.198,13064044,South Asia
Nepal,28.2114,83.5608,1,1975,239.8,5.894,1009,44.706,13373069,South Asia
Nepal,28.2114,83.5608,1,1976,234.2,5.873,1027,45.244,13690544,South Asia
Nepal,28.2114,83.5608,1,1977,228.3,5.85,1031,45.81,14016547,South Asia
Nepal,28.2114,83.5608,1,1978,222.2,5.824,1049,46.4,14351017,South Asia
Nepal,28.2114,83.5608,1,1979,215.8,5.795,1045,47.015,14693930,South Asia
Nepal,28.2114,83.5608,1,1980,209.4,5.76,994,47.653,15045329,South Asia
Nepal,28.2114,83.5608,1,1981,202.9,5.721,967,48.315,15405456,South Asia
Nepal,28.2114,83.5608,1,1982,196.3,5.676,1059,48.998,15774532,South Asia
Nepal,28.2114,83.5608,1,1983,189.8,5.625,1000,49.7,16152598,South Asia
Nepal,28.2114,83.5608,1,1984,183.2,5.569,1068,50.421,16539682,South Asia
Nepal,28.2114,83.5608,1,1985,176.5,5.508,1104,51.158,16936006,South Asia
Nepal,28.2114,83.5608,1,1986,169.5,5.444,1120,51.914,17341408,South Asia
Nepal,28.2114,83.5608,1,1987,162.3,5.378,1134,52.686,17756510,South Asia
Nepal,28.2114,83.5608,1,1988,155.1,5.31,1190,53.471,18183258,South Asia
Nepal,28.2114,83.5608,1,1989,147.9,5.239,1186,54.264,18624187,South Asia
Nepal,28.2114,83.5608,1,1990,140.7,5.165,1240,55.057,19081064,South Asia
Nepal,28.2114,83.5608,1,1991,133.6,5.088,1287,55.843,19554170,South Asia
Nepal,28.2114,83.5608,1,1992,126.7,5.004,1306,56.619,20042806,South Asia
Nepal,28.2114,83.5608,1,1993,120,4.914,1321,57.378,20546441,South Asia
Nepal,28.2114,83.5608,1,1994,113.7,4.817,1393,58.115,21064150,South Asia
Nepal,28.2114,83.5608,1,1995,107.7,4.711,1405,58.828,21594872,South Asia
Nepal,28.2114,83.5608,1,1996,101.8,4.596,1443,59.516,22137784,South Asia
Nepal,28.2114,83.5608,1,1997,96.3,4.473,1478,60.181,22691788,South Asia
Nepal,28.2114,83.5608,1,1998,90.8,4.343,1487,60.826,23255046,South Asia
Nepal,28.2114,83.5608,1,1999,85.6,4.208,1517,61.451,23825372,South Asia
Nepal,28.2114,83.5608,1,2000,80.6,4.068,1577,62.055,24400606,South Asia
Nepal,28.2114,83.5608,1,2001,75.9,3.924,1619,62.636,24980184,South Asia
Nepal,28.2114,83.5608,1,2002,71.5,3.778,1591,63.196,25562573,South Asia
Nepal,28.2114,83.5608,1,2003,67.4,3.632,1626,63.736,26143530,South Asia
Nepal,28.2114,83.5608,1,2004,63.5,3.486,1675,64.256,26717875,South Asia
Nepal,28.2114,83.5608,1,2005,60,3.34,1708,64.761,27281945,South Asia
Nepal,28.2114,83.5608,1,2006,56.6,3.194,1741,65.252,27833665,South Asia
Nepal,28.2114,83.5608,1,2007,53.6,3.046,1779,65.731,28373838,South Asia
Nepal,28.2114,83.5608,1,2008,50.7,2.899,1866,66.2,28905358,South Asia
Nepal,28.2114,83.5608,1,2009,48,2.755,1929,66.66,29432743,South Asia
Nepal,28.2114,83.5608,1,2010,45.4,2.619,1999,67.113,29959364,South Asia
Nepal,28.2114,83.5608,1,2011,43.1,2.496,2044,67.556,30485798,South Asia
Nepal,28.2114,83.5608,1,2012,40.9,2.389,2118,67.989,31011137,South Asia
Nepal,28.2114,83.5608,1,2013,39,2.3,2173,68.41,31535507,South Asia
Netherlands,52.1704,5.0102,1,1964,18.8,3.17,15204,73.73,12055386,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1965,18.3,3.04,15834,73.6,12213435,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1966,17.9,2.9,16109,73.55,12368832,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1967,17.4,2.81,16824,73.82,12521308,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1968,16.9,2.72,17827,73.63,12670558,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1969,16.4,2.75,18892,73.54,12816446,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1970,15.8,2.57,19800,73.6,12958757,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1971,15.3,2.36,20555,73.84,13097251,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1972,14.7,2.15,21024,73.75,13231426,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1973,14.1,1.9,22010,74.2,13360546,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1974,13.6,1.77,22873,74.59,13483746,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1975,13.1,1.66,22849,74.52,13600423,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1976,12.6,1.63,23837,74.65,13710713,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1977,12.1,1.58,24436,75.24,13814863,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1978,11.6,1.58,25044,75.15,13912617,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1979,11.2,1.56,25473,75.63,14003707,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1980,10.9,1.6,25857,75.76,14088274,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1981,10.6,1.56,25704,75.97,14166213,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1982,10.4,1.5,25403,76.05,14238594,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1983,10.2,1.47,25919,76.25,14308217,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1984,9.9,1.49,26781,76.32,14378740,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1985,9.7,1.51,27544,76.38,14452941,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1986,9.5,1.55,28417,76.36,14531566,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1987,9.2,1.56,28937,76.83,14614382,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1988,8.9,1.55,29915,77.03,14701901,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1989,8.6,1.55,31240,76.87,14794378,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1990,8.3,1.62,32534,77.05,14891719,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1991,8,1.61,33066,77.21,14994691,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1992,7.7,1.59,33377,77.42,15102709,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1993,7.4,1.57,33562,77.11,15212612,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1994,7.1,1.57,34348,77.6,15320112,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1995,6.9,1.53,35244,77.64,15422165,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1996,6.7,1.53,36152,77.65,15517122,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1997,6.5,1.56,37414,78.03,15605817,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1998,6.4,1.63,38816,78.12,15690705,Europe & Central Asia
Netherlands,52.1704,5.0102,1,1999,6.3,1.65,40306,78.07,15775532,Europe & Central Asia
Netherlands,52.1704,5.0102,1,2000,6.2,1.72,41771,78.24,15862825,Europe & Central Asia
Netherlands,52.1704,5.0102,1,2001,6.1,1.71,42130,78.45,15953446,Europe & Central Asia
Netherlands,52.1704,5.0102,1,2002,5.9,1.73,41848,78.53,16045935,Europe & Central Asia
Netherlands,52.1704,5.0102,1,2003,5.7,1.75,41761,78.79,16137709,Europe & Central Asia
Netherlands,52.1704,5.0102,1,2004,5.6,1.73,42389,79.38,16225091,Europe & Central Asia
Netherlands,52.1704,5.0102,1,2005,5.4,1.708,43243,79.65,16305457,Europe & Central Asia
Netherlands,52.1704,5.0102,1,2006,5.2,1.72,44823,80,16377959,Europe & Central Asia
Netherlands,52.1704,5.0102,1,2007,5,1.718,46605,79.824,16443483,Europe & Central Asia
Netherlands,52.1704,5.0102,1,2008,4.8,1.773,47388,80.024,16503263,Europe & Central Asia
Netherlands,52.1704,5.0102,1,2009,4.6,1.79,45590,80.445,16559268,Europe & Central Asia
Netherlands,52.1704,5.0102,1,2010,4.4,1.796,45843,80.621,16612988,Europe & Central Asia
Netherlands,52.1704,5.0102,1,2011,4.3,1.759,46388,80.77,16664746,Europe & Central Asia
Netherlands,52.1704,5.0102,1,2012,4.2,1.759,45484,80.906,16714228,Europe & Central Asia
Netherlands,52.1704,5.0102,1,2013,4,1.774,45021,81.038,16761552,Europe & Central Asia
New Zealand,-42.558,172.377,1,1964,23.8,3.22404,17837,71.35,2581577,East Asia & Pacific
New Zealand,-42.558,172.377,1,1965,23.1,3.05386,18632,71.28,2628004,East Asia & Pacific
New Zealand,-42.558,172.377,1,1966,22.5,3.13158,19467,71.14,2668595,East Asia & Pacific
New Zealand,-42.558,172.377,1,1967,22,2.99758,18309,71.52,2704213,East Asia & Pacific
New Zealand,-42.558,172.377,1,1968,21.6,3.02304,18082,71.18,2738299,East Asia & Pacific
New Zealand,-42.558,172.377,1,1969,21.2,3.00562,19745,71.55,2775713,East Asia & Pacific
New Zealand,-42.558,172.377,1,1970,20.8,2.94934,19200,71.33,2819597,East Asia & Pacific
New Zealand,-42.558,172.377,1,1971,20.3,3.015,19871,71.78,2871885,East Asia & Pacific
New Zealand,-42.558,172.377,1,1972,19.9,2.90378,20349,71.89,2930577,East Asia & Pacific
New Zealand,-42.558,172.377,1,1973,19.4,2.73226,21342,71.75,2990130,East Asia & Pacific
New Zealand,-42.558,172.377,1,1974,18.9,2.61166,22131,72,3042757,East Asia & Pacific
New Zealand,-42.558,172.377,1,1975,18.3,2.4589,21467,72.27,3083108,East Asia & Pacific
New Zealand,-42.558,172.377,1,1976,17.7,2.36912,21749,72.47,3109010,East Asia & Pacific
New Zealand,-42.558,172.377,1,1977,17.1,2.32088,20623,72.22,3122855,East Asia & Pacific
New Zealand,-42.558,172.377,1,1978,16.6,2.18554,20707,73.11,3129440,East Asia & Pacific
New Zealand,-42.558,172.377,1,1979,16.1,2.24182,21144,73.15,3135831,East Asia & Pacific
New Zealand,-42.558,172.377,1,1980,15.6,2.15472,21259,72.95,3147183,East Asia & Pacific
New Zealand,-42.558,172.377,1,1981,15.2,2.15606,22191,73.74,3165407,East Asia & Pacific
New Zealand,-42.558,172.377,1,1982,14.8,2.10246,22436,73.84,3189133,East Asia & Pacific
New Zealand,-42.558,172.377,1,1983,14.5,2.0971,22808,73.94,3216318,East Asia & Pacific
New Zealand,-42.558,172.377,1,1984,14.2,2.1239,23698,74.49,3243586,East Asia & Pacific
New Zealand,-42.558,172.377,1,1985,13.8,2.14132,23750,73.99,3268709,East Asia & Pacific
New Zealand,-42.558,172.377,1,1986,13.4,2.15874,24180,74.24,3290651,East Asia & Pacific
New Zealand,-42.558,172.377,1,1987,12.9,2.2378,24222,74.32,3310922,East Asia & Pacific
New Zealand,-42.558,172.377,1,1988,12.4,2.3182,24060,74.6,3332798,East Asia & Pacific
New Zealand,-42.558,172.377,1,1989,11.8,2.32892,24206,75.01,3360829,East Asia & Pacific
New Zealand,-42.558,172.377,1,1990,11.2,2.39726,24021,75.56,3397983,East Asia & Pacific
New Zealand,-42.558,172.377,1,1991,10.6,2.36108,22636,76.2,3446005,East Asia & Pacific
New Zealand,-42.558,172.377,1,1992,10,2.30748,22651,76.33,3503125,East Asia & Pacific
New Zealand,-42.558,172.377,1,1993,9.5,2.21502,23830,76.62,3564531,East Asia & Pacific
New Zealand,-42.558,172.377,1,1994,9.1,2.13194,24716,77.07,3623421,East Asia & Pacific
New Zealand,-42.558,172.377,1,1995,8.7,2.11318,25476,76.94,3675060,East Asia & Pacific
New Zealand,-42.558,172.377,1,1996,8.4,2.06628,25984,76.98,3717342,East Asia & Pacific
New Zealand,-42.558,172.377,1,1997,8.1,2.05154,26152,77.55,3752131,East Asia & Pacific
New Zealand,-42.558,172.377,1,1998,7.8,1.95506,26077,78.37,3783470,East Asia & Pacific
New Zealand,-42.558,172.377,1,1999,7.6,2.00464,27371,78.14,3817367,East Asia & Pacific
New Zealand,-42.558,172.377,1,2000,7.4,1.97918,27963,78.9,3858032,East Asia & Pacific
New Zealand,-42.558,172.377,1,2001,7.2,1.96176,28752,78.91,3906830,East Asia & Pacific
New Zealand,-42.558,172.377,1,2002,7,1.954,29637,79.11,3961978,East Asia & Pacific
New Zealand,-42.558,172.377,1,2003,6.9,1.981,30404,79.41,4020769,East Asia & Pacific
New Zealand,-42.558,172.377,1,2004,6.7,2.015,31098,79.593,4079130,East Asia & Pacific
New Zealand,-42.558,172.377,1,2005,6.6,2.052,31798,79.799,4134117,East Asia & Pacific
New Zealand,-42.558,172.377,1,2006,6.5,2.085,32281,79.98,4184903,East Asia & Pacific
New Zealand,-42.558,172.377,1,2007,6.4,2.11,32928,80.145,4232461,East Asia & Pacific
New Zealand,-42.558,172.377,1,2008,6.4,2.123,32122,80.301,4277809,East Asia & Pacific
New Zealand,-42.558,172.377,1,2009,6.3,2.125,31723,80.501,4322628,East Asia & Pacific
New Zealand,-42.558,172.377,1,2010,6.2,2.115,31824,80.67,4368136,East Asia & Pacific
New Zealand,-42.558,172.377,1,2011,6.1,2.096,32283,80.829,4414509,East Asia & Pacific
New Zealand,-42.558,172.377,1,2012,6,2.074,32806,80.982,4461257,East Asia & Pacific
New Zealand,-42.558,172.377,1,2013,5.9,2.052,33360,81.132,4508166,East Asia & Pacific
Nicaragua,12.692,-85.03,1,1964,190,7.052,5559,49.641,2001105,America
Nicaragua,12.692,-85.03,1,1965,187.6,7.01,5892,50.304,2061878,America
Nicaragua,12.692,-85.03,1,1966,184.9,6.981,5890,50.975,2124754,America
Nicaragua,12.692,-85.03,1,1967,182,6.961,6097,51.654,2189679,America
Nicaragua,12.692,-85.03,1,1968,178.8,6.941,5981,52.336,2256800,America
Nicaragua,12.692,-85.03,1,1969,175.2,6.919,6173,53.015,2326261,America
Nicaragua,12.692,-85.03,1,1970,171.4,6.892,6031,53.681,2398160,America
Nicaragua,12.692,-85.03,1,1971,167.2,6.855,6120,54.325,2472476,America
Nicaragua,12.692,-85.03,1,1972,162.4,6.807,6128,54.937,2549185,America
Nicaragua,12.692,-85.03,1,1973,157.1,6.748,6249,55.513,2628337,America
Nicaragua,12.692,-85.03,1,1974,151.1,6.678,6914,56.048,2709983,America
Nicaragua,12.692,-85.03,1,1975,144.7,6.597,6680,56.54,2794083,America
Nicaragua,12.692,-85.03,1,1976,137.8,6.51,6796,56.986,2880571,America
Nicaragua,12.692,-85.03,1,1977,130.5,6.42,7137,57.393,2969183,America
Nicaragua,12.692,-85.03,1,1978,123.2,6.327,6433,57.774,3059408,America
Nicaragua,12.692,-85.03,1,1979,116,6.232,4575,58.139,3150596,America
Nicaragua,12.692,-85.03,1,1980,109.1,6.131,4577,58.502,3242190,America
Nicaragua,12.692,-85.03,1,1981,102.7,6.018,4658,58.872,3334287,America
Nicaragua,12.692,-85.03,1,1982,96.8,5.89,4493,59.261,3426782,America
Nicaragua,12.692,-85.03,1,1983,91.5,5.746,4593,59.679,3518721,America
Nicaragua,12.692,-85.03,1,1984,86.8,5.589,4390,60.138,3608911,America
Nicaragua,12.692,-85.03,1,1985,82.7,5.426,4112,60.653,3696667,America
Nicaragua,12.692,-85.03,1,1986,78.9,5.267,3934,61.241,3781070,America
Nicaragua,12.692,-85.03,1,1987,75.6,5.118,3808,61.898,3862724,America
Nicaragua,12.692,-85.03,1,1988,72.6,4.985,3295,62.612,3944304,America
Nicaragua,12.692,-85.03,1,1989,69.7,4.865,3159,63.368,4029509,America
Nicaragua,12.692,-85.03,1,1990,66.9,4.754,3025,64.139,4120797,America
Nicaragua,12.692,-85.03,1,1991,64,4.642,2948,64.894,4219176,America
Nicaragua,12.692,-85.03,1,1992,61.2,4.519,2888,65.607,4323263,America
Nicaragua,12.692,-85.03,1,1993,58.3,4.381,2807,66.261,4430182,America
Nicaragua,12.692,-85.03,1,1994,55.5,4.225,2833,66.847,4535802,America
Nicaragua,12.692,-85.03,1,1995,52.7,4.055,2934,67.371,4637040,America
Nicaragua,12.692,-85.03,1,1996,50,3.878,3057,67.847,4733164,America
Nicaragua,12.692,-85.03,1,1997,47.4,3.702,3117,68.301,4824799,America
Nicaragua,12.692,-85.03,1,1998,50.3,3.535,3175,68.754,4911886,America
Nicaragua,12.692,-85.03,1,1999,42.5,3.384,3342,69.213,4994730,America
Nicaragua,12.692,-85.03,1,2000,40.3,3.251,3424,69.682,5073704,America
Nicaragua,12.692,-85.03,1,2001,38.3,3.139,3474,70.156,5148635,America
Nicaragua,12.692,-85.03,1,2002,36.4,3.046,3452,70.626,5219724,America
Nicaragua,12.692,-85.03,1,2003,34.7,2.967,3493,71.082,5288271,America
Nicaragua,12.692,-85.03,1,2004,33.2,2.903,3632,71.524,5356012,America
Nicaragua,12.692,-85.03,1,2005,31.7,2.848,3740,71.948,5424336,America
Nicaragua,12.692,-85.03,1,2006,30.4,2.802,3846,72.355,5493527,America
Nicaragua,12.692,-85.03,1,2007,29.2,2.759,3998,72.746,5563654,America
Nicaragua,12.692,-85.03,1,2008,28.1,2.717,4060,73.123,5635577,America
Nicaragua,12.692,-85.03,1,2009,27.1,2.675,3896,73.488,5710230,America
Nicaragua,12.692,-85.03,1,2010,26.1,2.631,3966,73.84,5788163,America
Nicaragua,12.692,-85.03,1,2011,25.2,2.585,4154,74.182,5869859,America
Nicaragua,12.692,-85.03,1,2012,24.4,2.541,4304,74.515,5954898,America
Nicaragua,12.692,-85.03,1,2013,23.5,2.498,4432,74.839,6041763,America
Niger,16.996,9.915,1,1964,317.7,7.185,1437,35.809,3654806,Sub-Saharan Africa
Niger,16.996,9.915,1,1965,316.83,7.222,1517,35.866,3765632,Sub-Saharan Africa
Niger,16.996,9.915,1,1966,315.96,7.26,1469,35.925,3879910,Sub-Saharan Africa
Niger,16.996,9.915,1,1967,315.1,7.3,1448,35.992,3997810,Sub-Saharan Africa
Niger,16.996,9.915,1,1968,318.8,7.341,1432,36.073,4119299,Sub-Saharan Africa
Niger,16.996,9.915,1,1969,322.9,7.382,1362,36.175,4244349,Sub-Saharan Africa
Niger,16.996,9.915,1,1970,327,7.422,1376,36.3,4372957,Sub-Saharan Africa
Niger,16.996,9.915,1,1971,330.9,7.46,1426,36.449,4505018,Sub-Saharan Africa
Niger,16.996,9.915,1,1972,334.3,7.495,1325,36.621,4640560,Sub-Saharan Africa
Niger,16.996,9.915,1,1973,337,7.526,1077,36.818,4779869,Sub-Saharan Africa
Niger,16.996,9.915,1,1974,338,7.553,1148,37.045,4923337,Sub-Saharan Africa
Niger,16.996,9.915,1,1975,337.1,7.578,1093,37.314,5071204,Sub-Saharan Africa
Niger,16.996,9.915,1,1976,334.6,7.603,1077,37.636,5223853,Sub-Saharan Africa
Niger,16.996,9.915,1,1977,330.5,7.628,1135,38.014,5381141,Sub-Saharan Africa
Niger,16.996,9.915,1,1978,326,7.654,1260,38.445,5542178,Sub-Saharan Africa
Niger,16.996,9.915,1,1979,322,7.681,1320,38.92,5705724,Sub-Saharan Africa
Niger,16.996,9.915,1,1980,319.6,7.707,1353,39.422,5871030,Sub-Saharan Africa
Niger,16.996,9.915,1,1981,319.1,7.731,1337,39.926,6038229,Sub-Saharan Africa
Niger,16.996,9.915,1,1982,321,7.751,1291,40.416,6208128,Sub-Saharan Africa
Niger,16.996,9.915,1,1983,324.5,7.764,1237,40.879,6381552,Sub-Saharan Africa
Niger,16.996,9.915,1,1984,328.9,7.773,1004,41.313,6559627,Sub-Saharan Africa
Niger,16.996,9.915,1,1985,332.9,7.775,997,41.723,6743501,Sub-Saharan Africa
Niger,16.996,9.915,1,1986,335.8,7.774,1018,42.123,6933529,Sub-Saharan Africa
Niger,16.996,9.915,1,1987,336.9,7.771,958,42.533,7130570,Sub-Saharan Africa
Niger,16.996,9.915,1,1988,335.7,7.767,988,42.971,7336924,Sub-Saharan Africa
Niger,16.996,9.915,1,1989,332.9,7.764,965,43.447,7555416,Sub-Saharan Africa
Niger,16.996,9.915,1,1990,328.2,7.763,924,43.967,7788198,Sub-Saharan Africa
Niger,16.996,9.915,1,1991,321.9,7.764,918,44.534,8036341,Sub-Saharan Africa
Niger,16.996,9.915,1,1992,313.7,7.766,830,45.142,8299868,Sub-Saharan Africa
Niger,16.996,9.915,1,1993,303.8,7.769,814,45.783,8578542,Sub-Saharan Africa
Niger,16.996,9.915,1,1994,292.2,7.771,818,46.451,8871631,Sub-Saharan Africa
Niger,16.996,9.915,1,1995,279.5,7.773,811,47.14,9178575,Sub-Saharan Africa
Niger,16.996,9.915,1,1996,267.1,7.772,809,47.845,9499892,Sub-Saharan Africa
Niger,16.996,9.915,1,1997,255.9,7.767,802,48.559,9835945,Sub-Saharan Africa
Niger,16.996,9.915,1,1998,245.8,7.757,854,49.275,10185812,Sub-Saharan Africa
Niger,16.996,9.915,1,1999,236.4,7.743,819,49.987,10548219,Sub-Saharan Africa
Niger,16.996,9.915,1,2000,227.3,7.725,778,50.692,10922421,Sub-Saharan Africa
Niger,16.996,9.915,1,2001,217.6,7.704,804,51.39,11308134,Sub-Saharan Africa
Niger,16.996,9.915,1,2002,207,7.681,798,52.083,11706182,Sub-Saharan Africa
Niger,16.996,9.915,1,2003,195.7,7.658,811,52.768,12118322,Sub-Saharan Africa
Niger,16.996,9.915,1,2004,184.1,7.636,782,53.441,12546945,Sub-Saharan Africa
Niger,16.996,9.915,1,2005,172.7,7.617,788,54.096,12993884,Sub-Saharan Africa
Niger,16.996,9.915,1,2006,161.8,7.602,804,54.726,13460138,Sub-Saharan Africa
Niger,16.996,9.915,1,2007,151.3,7.593,799,55.327,13945662,Sub-Saharan Africa
Niger,16.996,9.915,1,2008,141.3,7.588,843,55.898,14450007,Sub-Saharan Africa
Niger,16.996,9.915,1,2009,132.1,7.585,806,56.44,14972257,Sub-Saharan Africa
Niger,16.996,9.915,1,2010,123.6,7.584,841,56.956,15511953,Sub-Saharan Africa
Niger,16.996,9.915,1,2011,116.1,7.581,828,57.451,16068994,Sub-Saharan Africa
Niger,16.996,9.915,1,2012,109.6,7.574,891,57.934,16644339,Sub-Saharan Africa
